,Unnamed: 0,STATION,DATE,LATITUDE,LONGITUDE,ELEVATION,NAME,TEMP,TEMP_ATTRIBUTES,DEWP,DEWP_ATTRIBUTES,SLP,SLP_ATTRIBUTES,STP,STP_ATTRIBUTES,VISIB,VISIB_ATTRIBUTES,WDSP,WDSP_ATTRIBUTES,MXSPD,GUST,MAX,MAX_ATTRIBUTES,MIN,MIN_ATTRIBUTES,PRCP,PRCP_ATTRIBUTES,SNDP,FRSHTT
31,31,89528099999,2003-02-01,-82.7666666,28.5833333,2912.0,"AGO 3, AY",-18.9,20,9999.9,0,9999.9,0,675.9,20,999.9,0,40.4,20,69.0,999.9,3.9,*,-26.0,*,0.0,I,999.9,0
32,32,89528099999,2003-02-02,-82.7666666,28.5833333,2912.0,"AGO 3, AY",-19.5,19,9999.9,0,9999.9,0,676.9,19,999.9,0,37.9,19,37.9,999.9,-9.8,*,-26.9,*,0.0,I,999.9,0
33,33,89528099999,2003-02-03,-82.7666666,28.5833333,2912.0,"AGO 3, AY",-21.8,16,9999.9,0,9999.9,0,679.9,16,999.9,0,38.5,16,38.9,999.9,-17.5,*,-26.9,*,0.0,I,999.9,0
34,34,89528099999,2003-02-04,-82.7666666,28.5833333,2912.0,"AGO 3, AY",-16.8,11,9999.9,0,9999.9,0,682.0,11,999.9,0,47.1,11,64.9,999.9,-0.9,*,-26.0,*,0.0,I,999.9,0
35,35,89528099999,2003-02-05,-82.7666666,28.5833333,2912.0,"AGO 3, AY",-18.3,11,9999.9,0,9999.9,0,683.7,11,999.9,0,40.1,11,51.9,999.9,0.1,*,-26.0,*,0.0,I,999.9,0
36,36,89528099999,2003-02-06,-82.7666666,28.5833333,2912.0,"AGO 3, AY",-22.1,18,9999.9,0,9999.9,0,685.3,18,999.9,0,38.1,18,38.9,999.9,-16.1,*,-29.2,*,0.0,I,999.9,0
37,37,89528099999,2003-02-07,-82.7666666,28.5833333,2912.0,"AGO 3, AY",-24.4,21,9999.9,0,9999.9,0,682.1,21,999.9,0,38.6,21,38.9,999.9,-20.2,*,-29.7,*,0.0,I,999.9,0
38,38,89528099999,2003-02-08,-82.7666666,28.5833333,2912.0,"AGO 3, AY",-21.6,20,9999.9,0,9999.9,0,680.7,20,999.9,0,43.5,20,64.9,999.9,9999.9, ,-33.5,*,0.0,I,999.9,0
39,39,89528099999,2003-02-09,-82.7666666,28.5833333,2912.0,"AGO 3, AY",-28.1,23,9999.9,0,9999.9,0,681.3,23,999.9,0,38.9,23,40.0,999.9,-22.7,*,-33.9,*,0.0,I,999.9,0
40,40,89528099999,2003-02-10,-82.7666666,28.5833333,2912.0,"AGO 3, AY",-27.8,20,9999.9,0,9999.9,0,679.6,20,999.9,0,39.0,20,40.0,999.9,-20.6,*,-34.8,*,0.0,I,999.9,0
41,41,89528099999,2003-02-11,-82.7666666,28.5833333,2912.0,"AGO 3, AY",-28.9,17,9999.9,0,9999.9,0,679.0,17,999.9,0,39.9,17,51.9,999.9,-9.9,*,-36.2,*,0.0,I,999.9,0
42,42,89528099999,2003-02-12,-82.7666666,28.5833333,2912.0,"AGO 3, AY",-31.6,12,9999.9,0,9999.9,0,679.0,12,999.9,0,40.3,12,57.9,999.9,-10.5,*,-39.5,*,0.0,I,999.9,0
43,43,89528099999,2003-02-13,-82.7666666,28.5833333,2912.0,"AGO 3, AY",-35.1,17,9999.9,0,9999.9,0,679.4,17,999.9,0,39.6,17,40.0,999.9,-30.5,*,-40.4,*,0.0,I,999.9,0
44,44,89528099999,2003-02-14,-82.7666666,28.5833333,2912.0,"AGO 3, AY",-36.8,19,9999.9,0,9999.9,0,680.1,19,999.9,0,40.0,19,40.0,999.9,-31.4,*,-50.3,*,0.0,I,999.9,0
45,45,89528099999,2003-02-15,-82.7666666,28.5833333,2912.0,"AGO 3, AY",-39.4,24,9999.9,0,9999.9,0,683.8,24,999.9,0,40.0,24,40.0,999.9,-34.1,*,-47.0,*,0.0,I,999.9,0
46,46,89528099999,2003-02-16,-82.7666666,28.5833333,2912.0,"AGO 3, AY",-39.9,20,9999.9,0,9999.9,0,686.3,20,999.9,0,40.0,20,40.0,999.9,-35.3,*,-47.2,*,0.0,I,999.9,0
47,47,89528099999,2003-02-17,-82.7666666,28.5833333,2912.0,"AGO 3, AY",-39.0,22,9999.9,0,9999.9,0,682.6,22,999.9,0,40.0,22,40.0,999.9,-34.4,*,-44.7,*,0.0,I,999.9,0
48,48,89528099999,2003-02-18,-82.7666666,28.5833333,2912.0,"AGO 3, AY",-37.9,18,9999.9,0,9999.9,0,679.2,18,999.9,0,40.6,18,64.9,999.9,-19.7,*,-44.9,*,0.0,I,999.9,0
49,49,89528099999,2003-02-19,-82.7666666,28.5833333,2912.0,"AGO 3, AY",-32.4,18,9999.9,0,9999.9,0,681.8,18,999.9,0,43.1,18,65.9,999.9,-11.0,*,-42.5,*,0.0,I,999.9,0
50,50,89528099999,2003-02-20,-82.7666666,28.5833333,2912.0,"AGO 3, AY",-29.1,13,9999.9,0,9999.9,0,680.2,13,999.9,0,47.9,13,64.9,999.9,9999.9, ,-40.4,*,0.0,I,999.9,0
51,51,89528099999,2003-02-21,-82.7666666,28.5833333,2912.0,"AGO 3, AY",-24.4,15,9999.9,0,9999.9,0,680.8,15,999.9,0,43.4,15,52.8,999.9,-2.7,*,-40.7,*,0.0,I,999.9,0
52,52,89528099999,2003-02-22,-82.7666666,28.5833333,2912.0,"AGO 3, AY",-23.1,14,9999.9,0,9999.9,0,683.9,14,999.9,0,48.7,14,65.9,999.9,1.6,*,-37.1,*,0.0,I,999.9,0
53,53,89528099999,2003-02-23,-82.7666666,28.5833333,2912.0,"AGO 3, AY",-20.6,14,9999.9,0,9999.9,0,689.9,14,999.9,0,44.1,14,82.9,999.9,2.7,*,-29.6,*,0.0,I,999.9,0
54,54,89528099999,2003-02-24,-82.7666666,28.5833333,2912.0,"AGO 3, AY",1.8,13,9999.9,0,9999.9,0,687.3,13,999.9,0,48.0,13,52.8,999.9,6.1,*,-1.8,*,0.0,I,999.9,0
55,55,89528099999,2003-02-25,-82.7666666,28.5833333,2912.0,"AGO 3, AY",-34.0,8,9999.9,0,9999.9,0,686.3,8,999.9,0,39.4,8,40.0,999.9,-30.8,*,-37.8,*,0.0,I,999.9,0
56,56,89528099999,2003-02-26,-82.7666666,28.5833333,2912.0,"AGO 3, AY",-17.5,19,9999.9,0,9999.9,0,684.7,19,999.9,0,45.5,19,65.9,999.9,-5.1,*,-40.4,*,0.0,I,999.9,0
57,57,89528099999,2003-02-27,-82.7666666,28.5833333,2912.0,"AGO 3, AY",-4.6,17,9999.9,0,9999.9,0,684.8,17,999.9,0,50.1,17,83.9,999.9,14.0,*,-15.3,*,0.0,I,999.9,0
58,58,89528099999,2003-02-28,-82.7666666,28.5833333,2912.0,"AGO 3, AY",-3.7,14,9999.9,0,9999.9,0,687.5,14,999.9,0,44.8,14,48.0,999.9,1.0,*,-12.8,*,0.0,I,999.9,0
59,59,89528099999,2003-03-01,-82.7666666,28.5833333,2912.0,"AGO 3, AY",-22.6,10,9999.9,0,9999.9,0,688.9,10,999.9,0,39.0,10,40.0,999.9,-17.7,*,-25.4,*,0.0,I,999.9,0
60,60,89528099999,2003-03-02,-82.7666666,28.5833333,2912.0,"AGO 3, AY",-36.1,15,9999.9,0,9999.9,0,683.4,15,999.9,0,40.2,15,41.0,999.9,-33.5,*,-40.0,*,0.0,I,999.9,0
61,61,89528099999,2003-03-03,-82.7666666,28.5833333,2912.0,"AGO 3, AY",-34.5,21,9999.9,0,9999.9,0,681.7,21,999.9,0,42.2,21,66.8,999.9,-26.7,*,-40.2,*,0.0,I,999.9,0
62,62,89528099999,2003-03-04,-82.7666666,28.5833333,2912.0,"AGO 3, AY",-9.3,12,9999.9,0,9999.9,0,685.9,12,999.9,0,49.2,12,66.8,999.9,-3.1,*,-19.8,*,0.0,I,999.9,0
63,63,89528099999,2003-03-05,-82.7666666,28.5833333,2912.0,"AGO 3, AY",-43.7,9,9999.9,0,9999.9,0,679.3,9,999.9,0,41.2,9,66.8,999.9,-40.9,*,-47.0,*,0.0,I,999.9,0
64,64,89528099999,2003-03-06,-82.7666666,28.5833333,2912.0,"AGO 3, AY",-47.3,16,9999.9,0,9999.9,0,672.7,16,999.9,0,45.2,16,69.9,999.9,-25.1,*,-54.2,*,0.0,I,999.9,0
65,65,89528099999,2003-03-07,-82.7666666,28.5833333,2912.0,"AGO 3, AY",-42.9,7,9999.9,0,9999.9,0,677.9,7,999.9,0,48.4,7,73.8,999.9,-14.8,*,-52.8,*,0.0,I,999.9,0
66,66,89528099999,2003-03-08,-82.7666666,28.5833333,2912.0,"AGO 3, AY",-51.3,5,9999.9,0,9999.9,0,674.9,5,999.9,0,42.9,5,43.9,999.9,-50.1,*,-53.3,*,0.0,I,999.9,0
67,67,89528099999,2003-03-09,-82.7666666,28.5833333,2912.0,"AGO 3, AY",-28.0,6,9999.9,0,9999.9,0,668.7,6,999.9,0,49.4,6,70.9,999.9,-5.8,*,-50.1,*,0.0,I,999.9,0
68,68,89528099999,2003-03-10,-82.7666666,28.5833333,2912.0,"AGO 3, AY",-32.5,7,9999.9,0,9999.9,0,673.7,7,999.9,0,52.4,7,66.8,999.9,-28.5,*,-46.5,*,0.0,I,999.9,0
69,69,89528099999,2003-03-11,-82.7666666,28.5833333,2912.0,"AGO 3, AY",-47.9,8,9999.9,0,9999.9,0,673.5,8,999.9,0,43.5,8,999.9,999.9,-45.0,*,-49.4,*,0.0,I,999.9,0
70,70,89528099999,2003-03-12,-82.7666666,28.5833333,2912.0,"AGO 3, AY",-51.3,12,9999.9,0,9999.9,0,670.3,12,999.9,0,43.0,12,43.9,999.9,-49.9,*,-53.3,*,0.0,I,999.9,0
71,71,89528099999,2003-03-13,-82.7666666,28.5833333,2912.0,"AGO 3, AY",-52.3,11,9999.9,0,9999.9,0,670.5,11,999.9,0,43.0,11,43.9,999.9,-50.6,*,-54.2,*,0.0,I,999.9,0
72,72,89528099999,2003-03-14,-82.7666666,28.5833333,2912.0,"AGO 3, AY",-56.6,9,9999.9,0,9999.9,0,674.4,9,999.9,0,43.0,9,49.9,999.9,-53.9,*,-60.2,*,0.0,I,999.9,0
73,73,89528099999,2003-03-15,-82.7666666,28.5833333,2912.0,"AGO 3, AY",-58.3,9,9999.9,0,9999.9,0,671.9,9,999.9,0,43.0,9,43.9,999.9,-56.9,*,-62.5,*,0.0,I,999.9,0
74,74,89528099999,2003-03-16,-82.7666666,28.5833333,2912.0,"AGO 3, AY",-52.3,6,9999.9,0,9999.9,0,670.0,6,999.9,0,47.9,6,58.9,999.9,-36.6,*,-60.0,*,0.0,I,999.9,0
75,75,89528099999,2003-03-17,-82.7666666,28.5833333,2912.0,"AGO 3, AY",-44.7,8,9999.9,0,9999.9,0,668.8,8,999.9,0,45.9,8,49.0,999.9,-43.1,*,-48.5,*,0.0,I,999.9,0
76,76,89528099999,2003-03-18,-82.7666666,28.5833333,2912.0,"AGO 3, AY",-42.8,8,9999.9,0,9999.9,0,665.5,8,999.9,0,43.4,8,59.8,999.9,-39.3,*,-46.1,*,0.0,I,999.9,0
77,77,89528099999,2003-03-20,-82.7666666,28.5833333,2912.0,"AGO 3, AY",-54.9,7,9999.9,0,9999.9,0,666.6,7,999.9,0,48.8,7,64.9,999.9,-52.1,*,-58.7,*,0.0,I,999.9,0
78,78,89528099999,2003-03-21,-82.7666666,28.5833333,2912.0,"AGO 3, AY",-65.6,12,9999.9,0,9999.9,0,675.1,12,999.9,0,43.9,12,43.9,999.9,-64.1,*,-67.7,*,0.0,I,999.9,0
79,79,89528099999,2003-03-22,-82.7666666,28.5833333,2912.0,"AGO 3, AY",-58.9,4,9999.9,0,9999.9,0,678.0,4,999.9,0,43.9,4,43.9,999.9,-58.5,*,-59.3,*,0.0,I,999.9,0
80,80,89528099999,2003-03-23,-82.7666666,28.5833333,2912.0,"AGO 3, AY",-51.5,4,9999.9,0,9999.9,0,672.9,4,999.9,0,43.4,4,43.9,999.9,-50.3,*,-52.8,*,0.0,I,999.9,0
81,81,89528099999,2003-03-25,-82.7666666,28.5833333,2912.0,"AGO 3, AY",-51.3,4,9999.9,0,9999.9,0,668.9,4,999.9,0,43.2,4,43.9,999.9,-50.1,*,-53.3,*,0.0,I,999.9,0
82,82,89528099999,2003-03-26,-82.7666666,28.5833333,2912.0,"AGO 3, AY",-47.7,4,9999.9,0,9999.9,0,661.2,4,999.9,0,43.4,4,68.0,999.9,-46.7,*,-48.5,*,0.0,I,999.9,0
83,83,89528099999,2003-03-27,-82.7666666,28.5833333,2912.0,"AGO 3, AY",-52.1,5,9999.9,0,9999.9,0,664.9,5,999.9,0,46.5,5,54.0,999.9,-50.3,*,-53.3,*,0.0,I,999.9,0
84,84,89528099999,2003-03-28,-82.7666666,28.5833333,2912.0,"AGO 3, AY",-59.9,5,9999.9,0,9999.9,0,672.0,5,999.9,0,43.3,5,44.9,999.9,-59.4,*,-60.2,*,0.0,I,999.9,0
86,86,89528099999,2003-09-24,-82.7666666,28.5833333,2912.0,"AGO 3, AY",-73.9,6,9999.9,0,9999.9,0,683.4,6,999.9,0,53.0,6,84.9,999.9,-65.7,*,-75.8,*,0.0,I,999.9,0
87,87,89528099999,2003-09-28,-82.7666666,28.5833333,2912.0,"AGO 3, AY",-66.5,7,9999.9,0,9999.9,0,680.8,7,999.9,0,44.7,7,44.9,999.9,-65.6,*,-68.4,*,0.0,I,999.9,0
88,88,89528099999,2003-09-29,-82.7666666,28.5833333,2912.0,"AGO 3, AY",-71.6,6,9999.9,0,9999.9,0,684.7,6,999.9,0,44.4,6,44.9,999.9,-71.0,*,-73.8,*,0.0,I,999.9,0
89,89,89528099999,2003-10-02,-82.7666666,28.5833333,2912.0,"AGO 3, AY",-53.2,4,9999.9,0,9999.9,0,678.4,4,999.9,0,42.9,4,42.9,999.9,-52.1,*,-54.9,*,0.0,I,999.9,0
90,90,89528099999,2003-10-05,-82.7666666,28.5833333,2912.0,"AGO 3, AY",-46.0,5,9999.9,0,9999.9,0,667.8,5,999.9,0,54.9,5,66.8,999.9,-29.6,*,-63.2,*,0.0,I,999.9,0
91,91,89528099999,2003-10-06,-82.7666666,28.5833333,2912.0,"AGO 3, AY",-65.9,9,9999.9,0,9999.9,0,667.7,9,999.9,0,43.9,9,43.9,999.9,-63.8,*,-70.4,*,0.0,I,999.9,0
92,92,89528099999,2003-10-07,-82.7666666,28.5833333,2912.0,"AGO 3, AY",-64.3,8,9999.9,0,9999.9,0,670.6,8,999.9,0,51.3,8,89.9,999.9,-45.8,*,-69.5,*,0.0,I,999.9,0
93,93,89528099999,2003-10-08,-82.7666666,28.5833333,2912.0,"AGO 3, AY",-72.7,13,9999.9,0,9999.9,0,670.1,13,999.9,0,43.9,13,43.9,999.9,-69.9,*,-78.5,*,0.0,I,999.9,0
94,94,89528099999,2003-10-09,-82.7666666,28.5833333,2912.0,"AGO 3, AY",-73.2,10,9999.9,0,9999.9,0,665.4,10,999.9,0,44.2,10,44.9,999.9,-70.4,*,-78.0,*,0.0,I,999.9,0
95,95,89528099999,2003-10-10,-82.7666666,28.5833333,2912.0,"AGO 3, AY",-70.6,11,9999.9,0,9999.9,0,662.0,11,999.9,0,44.3,11,44.9,999.9,-68.3,*,-73.1,*,0.0,I,999.9,0
96,96,89528099999,2003-10-11,-82.7666666,28.5833333,2912.0,"AGO 3, AY",-72.8,12,9999.9,0,9999.9,0,666.8,12,999.9,0,50.0,12,999.9,999.9,-67.9,*,-78.0,*,0.0,I,999.9,0
97,97,89528099999,2003-10-12,-82.7666666,28.5833333,2912.0,"AGO 3, AY",-75.6,14,9999.9,0,9999.9,0,678.5,14,999.9,0,46.5,14,999.9,999.9,-71.3,*,-79.4,*,0.0,I,999.9,0
98,98,89528099999,2003-10-13,-82.7666666,28.5833333,2912.0,"AGO 3, AY",-67.6,12,9999.9,0,9999.9,0,687.2,12,999.9,0,44.1,12,44.9,999.9,-64.1,*,-75.8,*,0.0,I,999.9,0
99,99,89528099999,2003-10-14,-82.7666666,28.5833333,2912.0,"AGO 3, AY",-59.5,11,9999.9,0,9999.9,0,684.2,11,999.9,0,43.6,11,43.9,999.9,-53.7,*,-70.1,*,0.0,I,999.9,0
100,100,89528099999,2003-10-15,-82.7666666,28.5833333,2912.0,"AGO 3, AY",-56.9,13,9999.9,0,9999.9,0,669.8,13,999.9,0,43.7,13,72.8,999.9,-53.7,*,-62.7,*,0.0,I,999.9,0
101,101,89528099999,2003-10-16,-82.7666666,28.5833333,2912.0,"AGO 3, AY",-60.2,24,9999.9,0,9999.9,0,665.0,24,999.9,0,42.9,24,42.9,999.9,-54.9,*,-65.4,*,0.0,I,999.9,0
102,102,89528099999,2003-10-17,-82.7666666,28.5833333,2912.0,"AGO 3, AY",-60.2,19,9999.9,0,9999.9,0,661.4,19,999.9,0,43.0,19,43.9,999.9,-55.5,*,-66.5,*,0.0,I,999.9,0
103,103,89528099999,2003-10-18,-82.7666666,28.5833333,2912.0,"AGO 3, AY",-64.4,20,9999.9,0,9999.9,0,664.1,20,999.9,0,47.4,20,999.9,999.9,-57.1,*,-68.6,*,0.0,I,999.9,0
104,104,89528099999,2003-10-19,-82.7666666,28.5833333,2912.0,"AGO 3, AY",-57.4,14,9999.9,0,9999.9,0,664.8,14,999.9,0,45.8,14,77.9,999.9,-49.7,*,-68.1,*,0.0,I,999.9,0
105,105,89528099999,2003-10-20,-82.7666666,28.5833333,2912.0,"AGO 3, AY",-54.7,18,9999.9,0,9999.9,0,664.1,18,999.9,0,42.8,18,42.9,999.9,-50.4,*,-60.0,*,0.0,I,999.9,0
106,106,89528099999,2003-10-21,-82.7666666,28.5833333,2912.0,"AGO 3, AY",-54.7,16,9999.9,0,9999.9,0,659.8,16,999.9,0,42.3,16,42.9,999.9,-47.6,*,-60.7,*,0.0,I,999.9,0
107,107,89528099999,2003-10-22,-82.7666666,28.5833333,2912.0,"AGO 3, AY",-58.1,16,9999.9,0,9999.9,0,659.5,16,999.9,0,42.0,16,42.9,999.9,-53.0,*,-62.5,*,0.0,I,999.9,0
108,108,89528099999,2003-10-23,-82.7666666,28.5833333,2912.0,"AGO 3, AY",-53.1,20,9999.9,0,9999.9,0,660.8,20,999.9,0,42.0,20,42.9,999.9,-46.5,*,-61.4,*,0.0,I,999.9,0
109,109,89528099999,2003-10-24,-82.7666666,28.5833333,2912.0,"AGO 3, AY",-54.4,20,9999.9,0,9999.9,0,667.3,20,999.9,0,42.5,20,999.9,999.9,-49.9,*,-60.3,*,0.0,I,999.9,0
110,110,89528099999,2003-10-25,-82.7666666,28.5833333,2912.0,"AGO 3, AY",-53.4,24,9999.9,0,9999.9,0,663.2,24,999.9,0,42.0,24,42.0,999.9,-48.1,*,-60.5,*,0.0,I,999.9,0
111,111,89528099999,2003-10-26,-82.7666666,28.5833333,2912.0,"AGO 3, AY",-37.8,21,9999.9,0,9999.9,0,664.5,21,999.9,0,49.8,21,68.0,999.9,9999.9, ,-57.6,*,0.0,I,999.9,0
112,112,89528099999,2003-10-27,-82.7666666,28.5833333,2912.0,"AGO 3, AY",-51.3,23,9999.9,0,9999.9,0,671.4,23,999.9,0,42.0,23,42.9,999.9,-44.9,*,-58.2,*,0.0,I,999.9,0
113,113,89528099999,2003-10-28,-82.7666666,28.5833333,2912.0,"AGO 3, AY",-53.5,19,9999.9,0,9999.9,0,672.3,19,999.9,0,41.9,19,999.9,999.9,-47.4,*,-58.7,*,0.0,I,999.9,0
114,114,89528099999,2003-10-29,-82.7666666,28.5833333,2912.0,"AGO 3, AY",-50.8,15,9999.9,0,9999.9,0,671.9,15,999.9,0,41.8,15,42.0,999.9,-44.7,*,-58.2,*,0.0,I,999.9,0
115,115,89528099999,2003-10-30,-82.7666666,28.5833333,2912.0,"AGO 3, AY",-50.5,15,9999.9,0,9999.9,0,667.4,15,999.9,0,41.4,15,999.9,999.9,-44.5,*,-58.7,*,0.0,I,999.9,0
